mean,sd
0.5648771441700121,0.2315923026045013
-0.1182852055468638,0.0204457190796501
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
-0.07861771427298067,0.07292158620649222
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.6353971286569153,-0.10674898283572026
0.6353971286569153,1.0548720110454752
-0.15795269682074692,-0.10674898283572026
0.95273705884798,1.7208773694556778
-0.15795269682074692,-0.10674898283572026
1.2700769890390449,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.23872221591808415,0.7895768551735035
-0.15795269682074692,-0.10674898283572026
0.6353971286569153,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.07861771427298067,0.07292158620649222
-0.2743106712241373,-0.06486611978983384
-0.15795269682074692,-0.10674898283572026
2.698106674898837,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.18165670215565585,0.8804924042988765
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.5084611565804893,0.3470103583840076
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.3180571984658504,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.1262187038016404,-0.027736579681627783
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
1.2700769890390449,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
2.040287444606942,6.852790326716931
0.0007172682747855299,-0.10674898283572026
1.2700769890390449,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.2425766782050309,0.010787084327820313
-0.06275071776342744,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.07861771427298067,0.07292158620649222
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
0.6353971286569153,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.20026468751288887,-0.04772757335372015
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.6353971286569153,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.0007172682747855299,-0.10674898283572026
-0.06275071776342744,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.6353971286569153,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
1.2700769890390449,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.3423243695981085,0.834074175883867
-0.15795269682074692,-0.10674898283572026
-0.22142068285895988,-0.10674898283572026
0.4703803649575615,0.7321729692590733
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.0007172682747855299,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
-0.11035170729208718,0.0012560593097910929
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
1.0116716173120348,2.061058178820751
-0.13891230100928303,-0.03825434262237038
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
0.0007172682747855299,-0.10624223103526062
-0.2452211776232897,-0.05378843634047133
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.3180571984658504,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.22142068285895988,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
3.6501264654720313,-0.10674898283572026
-0.22142068285895988,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.22142068285895988,-0.10674898283572026
3.6501264654720313,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.20555368634940666,0.0012560593097910929
-0.15795269682074692,-0.10674898283572026
-0.06275071776342744,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
1.2700769890390449,-0.10624223103526062
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
0.0007172682747855299,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.28488866889717285,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10674898283572026
-0.15795269682074692,-0.10624223103526062
